battery_health,battery_cycles,screen_on_time,charging_frequency,fast_charging,charging_overnight,overheating,drop_history,water_damage,sensor_issues,battery_bulging,screen_cracked,buttons_not_working,ram_usage,storage_usage,age_months,overcharged,label
54,668,3,3,0,1,0,1,1,0,0,0,0,73,92,13,1,Needs Maintenance
61,522,3,2,0,1,0,0,0,0,0,1,0,64,60,16,1,Needs Maintenance
45,829,5,3,1,1,1,1,0,1,0,0,0,90,75,33,0,Needs Maintenance
73,406,2,1,0,1,0,1,1,0,0,1,0,35,20,15,1,Needs Maintenance
48,761,4,3,0,1,1,0,0,0,0,0,0,65,63,35,1,Critical
62,539,3,2,0,1,0,0,0,0,0,0,0,85,56,24,0,Needs Maintenance
34,965,4,1,1,1,0,0,0,1,0,0,0,60,55,28,0,Critical
54,714,7,3,1,1,0,0,0,0,0,0,0,55,71,29,0,Needs Maintenance
50,702,6,3,1,1,0,1,0,0,0,0,0,53,87,17,0,Needs Maintenance
57,599,4,1,1,1,0,0,0,0,0,0,0,49,73,26,1,Needs Maintenance
66,586,5,1,0,0,0,0,0,0,0,0,1,65,71,16,0,Needs Maintenance
63,561,3,3,1,0,0,0,0,0,0,0,0,72,67,23,0,Needs Maintenance
46,850,2,2,1,1,0,0,1,0,0,1,0,80,87,37,0,Needs Maintenance
74,432,6,3,1,1,0,1,0,0,0,0,1,74,90,12,1,Needs Maintenance
45,911,5,2,0,1,0,1,0,0,0,0,0,71,74,31,1,Needs Maintenance
60,541,3,1,0,1,0,0,0,0,0,0,0,79,100,12,1,Needs Maintenance
56,678,6,2,1,0,0,1,0,0,0,0,0,70,75,27,0,Needs Maintenance
48,795,6,2,0,1,1,0,0,0,0,0,0,90,30,28,1,Critical
37,1002,7,2,0,1,1,0,1,0,0,0,0,77,71,36,1,Critical
34,924,6,3,0,1,1,0,1,0,0,0,0,64,52,28,0,Critical
42,812,3,2,1,1,0,0,0,0,0,1,0,56,90,39,0,Needs Maintenance
42,908,5,2,1,0,1,0,0,0,0,0,0,48,68,33,0,Critical
55,756,5,3,1,0,0,0,0,0,0,1,0,85,55,24,0,Needs Maintenance
54,627,2,2,0,1,0,0,0,0,0,0,0,79,92,16,0,Needs Maintenance
64,485,3,2,1,1,0,1,0,1,0,0,0,100,72,20,0,Needs Maintenance
60,554,4,1,0,1,0,1,0,0,0,0,0,49,66,35,0,Needs Maintenance
57,632,5,1,0,1,0,0,0,0,0,0,0,77,73,36,0,Needs Maintenance
56,615,2,1,1,1,0,0,0,0,0,0,0,65,51,10,1,Needs Maintenance
72,449,4,2,0,1,0,1,0,0,0,0,0,63,87,5,1,Needs Maintenance
64,570,7,4,0,1,0,0,0,0,0,0,0,55,71,21,0,Needs Maintenance
76,355,2,2,1,1,0,0,0,0,0,0,0,72,65,6,0,Healthy
66,551,3,2,0,0,0,0,0,0,0,0,0,87,45,12,0,Needs Maintenance
96,126,3,3,0,1,0,0,0,0,0,1,0,62,93,3,0,Needs Maintenance
61,596,3,1,0,1,0,0,1,0,0,0,0,69,81,29,0,Needs Maintenance
33,1015,7,4,1,0,0,1,0,0,0,0,0,79,61,41,0,Needs Maintenance
36,923,3,2,1,0,0,1,0,0,1,0,1,62,40,40,0,Needs Maintenance
68,408,2,2,0,1,0,0,0,0,0,1,0,81,98,12,1,Needs Maintenance
63,631,5,1,1,0,0,0,1,0,0,0,1,64,51,28,0,Needs Maintenance
59,567,5,3,0,1,0,0,0,0,0,0,0,88,76,15,1,Needs Maintenance
48,767,7,3,0,0,0,0,0,0,0,1,0,46,57,34,0,Needs Maintenance
45,761,5,1,0,0,0,0,0,0,0,0,0,65,84,32,0,Critical
46,764,5,2,1,1,1,0,0,0,0,0,1,62,89,27,1,Critical
42,908,7,3,0,1,0,0,0,0,0,0,0,56,100,16,0,Critical
62,549,7,3,1,0,0,0,0,0,0,0,0,37,56,20,0,Needs Maintenance
49,792,4,1,1,1,1,0,0,0,0,0,0,67,70,17,0,Critical
83,324,4,3,1,1,0,0,0,0,0,1,0,78,46,10,0,Healthy
59,673,2,1,1,1,0,0,0,0,0,0,0,57,94,20,1,Needs Maintenance
70,501,4,3,1,1,0,0,0,0,0,1,0,69,58,16,1,Needs Maintenance
60,578,8,3,1,1,0,0,0,0,0,0,0,56,51,10,0,Needs Maintenance
51,799,2,2,0,1,0,1,0,0,0,0,0,96,44,28,1,Needs Maintenance
34,974,7,2,1,0,0,1,0,1,0,0,0,57,69,35,0,Needs Maintenance
71,448,2,1,1,1,0,0,1,0,0,0,0,67,95,30,1,Needs Maintenance
68,496,2,1,0,0,0,1,0,1,0,1,0,60,52,9,0,Needs Maintenance
61,538,4,2,0,1,0,1,1,1,0,0,0,76,62,22,0,Needs Maintenance
54,668,2,1,1,1,0,0,0,0,0,0,0,60,49,33,0,Needs Maintenance
69,513,5,2,1,0,0,0,0,0,0,0,1,68,50,16,0,Needs Maintenance
66,485,8,2,0,0,0,1,0,0,0,1,0,75,64,30,0,Needs Maintenance
74,374,5,1,1,0,0,0,0,0,0,0,0,49,60,8,0,Needs Maintenance
55,664,6,2,1,0,0,0,0,0,0,0,1,85,62,18,0,Needs Maintenance
72,475,5,1,1,1,0,0,0,0,0,0,0,61,62,13,1,Needs Maintenance
84,314,3,2,0,1,0,0,0,0,0,1,0,81,72,15,0,Healthy
62,654,2,1,0,0,0,0,0,0,0,0,0,77,100,22,0,Needs Maintenance
89,128,3,3,0,1,0,0,1,0,0,1,0,71,69,3,1,Healthy
77,336,2,1,1,1,0,0,0,0,0,1,0,71,73,13,0,Healthy
51,676,2,1,1,1,0,0,0,0,0,0,0,81,59,37,1,Needs Maintenance
72,354,2,2,0,1,0,0,0,0,0,0,1,57,34,14,1,Needs Maintenance
56,619,2,1,1,0,0,0,0,0,0,0,0,67,71,29,0,Needs Maintenance
44,843,7,3,1,1,0,0,0,0,0,0,0,86,37,30,0,Critical
63,612,9,3,0,1,0,0,0,0,0,0,0,70,50,29,0,Needs Maintenance
57,725,4,3,0,1,0,0,0,0,0,0,0,78,61,37,1,Needs Maintenance
71,445,7,3,1,0,0,1,0,0,0,1,0,89,52,15,0,Needs Maintenance
67,522,4,1,1,1,0,0,0,1,0,0,1,85,26,15,1,Needs Maintenance
52,718,8,2,1,1,0,1,0,1,0,0,0,71,29,37,1,Needs Maintenance
61,633,2,2,0,0,0,1,0,1,0,0,0,64,55,13,0,Needs Maintenance
65,547,5,1,1,1,0,0,0,0,0,0,1,84,77,17,0,Needs Maintenance
73,467,6,2,1,1,0,1,0,0,0,0,0,83,52,5,1,Needs Maintenance
57,570,3,2,0,1,0,0,0,1,0,0,1,88,57,17,1,Needs Maintenance
62,500,8,2,1,1,0,0,1,0,0,0,0,51,69,16,0,Needs Maintenance
37,979,5,2,0,1,1,1,0,0,0,0,0,68,71,46,0,Needs Maintenance
21,1209,6,4,0,1,0,0,0,0,0,0,0,44,75,43,0,Critical
58,647,9,5,0,0,0,0,0,0,0,0,0,78,47,26,0,Needs Maintenance
61,642,4,1,1,1,0,0,0,0,0,1,0,79,74,22,0,Needs Maintenance
59,574,6,2,1,0,0,0,1,0,0,0,0,64,76,15,0,Needs Maintenance
80,333,9,5,1,0,0,0,0,0,0,1,0,60,59,7,0,Healthy
39,858,3,1,1,0,0,0,0,0,0,0,0,79,66,30,0,Critical
65,551,6,2,0,1,0,0,0,0,0,0,0,75,46,20,0,Needs Maintenance
52,714,5,1,0,1,0,1,0,0,0,1,0,70,62,29,1,Needs Maintenance
65,523,7,4,1,1,0,0,0,0,0,0,0,55,90,23,0,Needs Maintenance
50,698,5,2,0,1,0,0,0,0,0,1,0,96,58,29,0,Needs Maintenance
70,524,7,3,0,1,0,0,0,0,0,0,0,55,44,3,0,Needs Maintenance
59,599,4,3,0,1,0,0,0,0,0,1,0,80,61,20,0,Needs Maintenance
83,296,5,2,0,1,0,0,1,1,0,1,0,83,53,17,0,Healthy
69,479,6,4,0,1,0,0,0,1,0,0,0,91,42,30,1,Needs Maintenance
69,434,4,1,1,0,0,0,0,0,0,0,0,64,74,19,0,Needs Maintenance
69,525,5,1,0,1,0,0,0,0,0,0,0,97,83,31,1,Needs Maintenance
44,847,2,1,1,1,0,0,0,0,0,0,1,73,20,22,0,Critical
60,656,6,2,0,0,0,0,0,0,0,0,0,65,66,47,0,Needs Maintenance
51,748,2,1,1,1,0,0,0,0,0,0,0,56,95,26,1,Needs Maintenance
56,636,5,1,0,0,0,0,0,1,0,0,0,72,72,3,0,Needs Maintenance
47,838,6,4,0,1,0,0,0,0,0,1,0,87,38,33,0,Needs Maintenance
35,940,2,2,1,1,1,0,0,0,1,0,0,89,60,43,1,Critical
45,776,7,4,1,1,0,0,0,0,0,0,0,56,89,22,1,Critical
46,850,5,1,0,0,1,0,0,0,0,0,0,68,73,39,0,Critical
84,215,6,2,0,1,0,0,0,1,0,0,0,41,62,6,0,Healthy
46,745,2,1,0,1,0,1,0,0,0,0,0,93,62,41,0,Needs Maintenance
66,461,5,3,0,1,0,0,0,0,0,0,0,94,36,18,0,Needs Maintenance
57,621,3,1,1,1,0,0,0,0,0,1,0,53,58,22,0,Needs Maintenance
44,908,10,3,1,1,0,0,0,0,0,0,0,73,41,39,1,Critical
42,800,2,1,1,0,0,0,0,0,0,0,0,69,74,37,0,Critical
62,498,2,2,1,0,0,0,0,0,0,0,0,73,62,29,0,Needs Maintenance
54,764,8,2,1,1,0,1,0,0,0,0,0,75,63,31,1,Needs Maintenance
66,590,5,3,1,1,0,0,0,0,0,0,0,66,67,28,0,Needs Maintenance
62,554,3,3,0,1,0,0,0,0,0,0,0,76,48,30,0,Needs Maintenance
40,847,4,2,0,1,0,0,0,0,0,0,0,68,76,34,0,Critical
52,753,5,1,1,1,0,0,0,0,0,1,0,74,55,15,1,Needs Maintenance
40,872,4,2,1,1,0,0,0,0,0,0,0,68,57,26,0,Critical
46,862,6,4,0,0,0,0,0,0,0,1,0,88,38,33,0,Needs Maintenance
41,909,2,2,0,0,0,1,0,0,0,1,0,100,60,19,0,Needs Maintenance
57,630,2,2,0,1,0,1,0,0,0,1,0,59,85,19,0,Needs Maintenance
66,544,4,3,1,1,0,0,0,0,0,1,0,83,85,13,0,Needs Maintenance
73,387,3,3,0,1,0,0,0,1,0,0,1,91,80,32,0,Needs Maintenance
60,636,2,1,1,1,0,0,1,0,0,0,0,69,60,31,0,Needs Maintenance
81,342,5,3,1,0,0,1,0,0,0,0,0,81,77,8,0,Healthy
36,1008,5,2,1,1,0,1,0,0,1,0,0,69,65,41,0,Needs Maintenance
39,903,4,3,0,1,0,0,0,0,0,0,0,83,81,27,1,Critical
56,631,9,3,0,1,0,0,0,1,0,1,0,53,47,23,0,Needs Maintenance
79,333,7,3,1,1,0,1,0,0,0,0,0,65,68,3,1,Healthy
64,629,3,3,0,1,0,0,1,0,0,0,0,88,43,33,0,Needs Maintenance
73,486,6,3,0,1,0,0,0,0,0,0,1,60,64,13,1,Needs Maintenance
57,629,3,2,1,0,0,1,0,0,0,1,0,52,37,31,0,Needs Maintenance
55,687,3,2,1,1,0,1,1,0,0,0,0,65,60,29,1,Needs Maintenance
49,818,6,3,0,1,0,1,0,0,0,0,0,54,70,25,0,Needs Maintenance
62,550,6,2,0,0,0,0,0,0,0,0,0,64,56,21,0,Needs Maintenance
55,615,3,1,0,1,0,0,1,0,0,0,0,63,39,25,1,Needs Maintenance
68,523,4,1,1,1,0,0,0,0,0,1,0,66,61,31,0,Needs Maintenance
53,687,6,4,0,1,0,0,0,0,0,1,0,78,37,20,0,Needs Maintenance
42,796,3,3,0,0,0,0,0,0,0,0,0,68,22,23,0,Critical
62,568,6,2,1,1,0,0,0,0,0,1,0,51,54,43,0,Needs Maintenance
43,798,2,1,0,1,0,0,1,0,0,0,0,65,47,49,1,Critical
56,597,4,2,1,1,0,0,0,0,0,1,0,84,58,13,1,Needs Maintenance
44,923,5,2,1,0,1,0,0,0,0,0,0,89,66,38,0,Critical
68,465,2,1,0,1,0,0,0,0,0,0,1,58,80,16,1,Needs Maintenance
66,493,8,4,1,1,0,0,0,0,0,0,0,65,82,28,1,Needs Maintenance
67,443,6,4,1,1,0,1,0,0,0,0,0,56,59,23,0,Needs Maintenance
68,486,7,3,1,1,0,1,0,0,0,1,0,66,59,17,0,Needs Maintenance
45,911,6,2,0,1,0,0,0,0,0,1,0,94,78,35,0,Needs Maintenance
35,911,7,2,1,1,0,0,0,0,0,0,0,85,53,32,0,Critical
58,682,2,2,0,1,0,0,0,0,0,0,0,70,83,22,1,Needs Maintenance
60,569,6,4,0,1,0,0,0,0,0,0,0,73,53,14,0,Needs Maintenance
62,589,2,1,0,1,0,1,0,0,0,0,0,59,100,12,1,Needs Maintenance
37,917,3,1,0,1,1,0,0,0,1,0,0,83,87,44,1,Critical
72,404,4,2,0,0,0,0,0,0,0,0,0,72,47,9,0,Needs Maintenance
58,572,3,2,1,0,0,0,0,0,0,1,0,60,76,9,0,Needs Maintenance
97,122,3,2,0,1,0,1,0,0,0,0,0,58,64,5,1,Healthy
51,676,5,1,0,1,0,0,0,0,0,0,0,57,79,22,1,Needs Maintenance
47,751,5,2,0,1,0,1,0,0,0,0,0,40,70,31,1,Needs Maintenance
65,540,5,1,1,1,0,0,0,1,0,0,0,99,25,28,1,Needs Maintenance
59,593,3,3,0,0,0,0,1,0,0,1,0,61,83,30,0,Needs Maintenance
50,839,7,3,1,1,0,1,0,0,0,1,0,72,39,50,1,Needs Maintenance
25,1062,2,2,0,1,1,0,0,0,1,0,0,71,50,55,1,Critical
57,733,8,2,0,0,0,1,0,0,0,0,0,78,77,23,0,Needs Maintenance
41,900,2,1,0,1,1,0,0,1,0,0,0,70,56,31,1,Critical
55,606,2,2,1,0,0,0,0,0,0,0,1,56,37,15,0,Needs Maintenance
60,591,6,2,0,0,0,1,0,0,0,0,0,82,74,11,0,Needs Maintenance
52,779,2,2,0,1,0,1,0,0,0,0,0,53,64,40,1,Needs Maintenance
90,195,3,3,1,0,0,1,0,0,0,0,0,82,49,6,0,Healthy
44,770,6,4,1,0,1,0,0,0,0,0,0,77,56,26,0,Critical
45,844,4,3,1,0,1,1,0,1,0,1,0,75,89,26,0,Needs Maintenance
55,603,4,1,1,1,0,0,1,1,0,0,0,97,70,19,0,Needs Maintenance
65,592,5,2,1,0,0,0,0,1,0,0,0,38,87,23,0,Needs Maintenance
67,581,7,4,1,1,0,0,0,0,0,1,0,51,29,31,0,Needs Maintenance
41,957,7,3,0,0,0,1,0,0,0,0,0,52,46,23,0,Needs Maintenance
46,823,7,3,0,0,0,0,0,1,0,0,0,59,45,21,0,Critical
76,379,3,1,1,1,0,0,0,0,0,0,0,74,67,4,0,Healthy
54,644,5,1,0,1,0,0,0,0,0,1,1,61,86,32,0,Needs Maintenance
68,550,3,1,0,0,0,0,0,1,0,1,0,79,40,24,0,Needs Maintenance
69,406,3,2,1,0,0,0,0,0,0,0,0,75,54,16,0,Needs Maintenance
68,541,5,3,1,0,0,0,1,0,0,0,0,70,52,4,0,Needs Maintenance
79,372,4,3,0,0,0,0,0,0,0,0,0,70,40,11,0,Healthy
55,709,6,4,1,1,0,0,0,0,0,0,0,79,100,43,1,Needs Maintenance
47,736,9,4,1,1,1,0,0,0,0,0,0,50,80,13,1,Critical
47,731,6,3,0,1,0,0,0,0,0,1,0,32,60,30,0,Needs Maintenance
38,878,2,1,0,1,1,1,0,0,1,0,0,70,78,31,0,Needs Maintenance
79,368,3,1,1,1,0,0,0,0,0,1,0,64,62,19,0,Healthy
64,577,2,1,1,0,0,0,0,0,0,0,0,66,96,22,0,Needs Maintenance
53,675,2,1,0,1,0,1,0,0,0,0,0,62,57,26,0,Needs Maintenance
67,565,6,3,0,1,0,0,0,0,0,0,1,73,84,13,1,Needs Maintenance
49,750,9,5,1,0,1,0,1,0,0,0,0,96,39,26,0,Critical
86,286,6,4,0,0,0,1,0,0,0,0,0,81,84,4,0,Healthy
58,579,3,2,1,1,0,1,1,0,0,0,1,68,82,11,1,Needs Maintenance
57,696,2,1,1,1,0,0,0,0,0,1,0,75,41,17,0,Needs Maintenance
72,416,4,1,0,1,0,0,0,0,0,0,1,51,58,15,1,Needs Maintenance
35,977,4,3,0,0,1,0,0,0,0,0,0,56,60,42,0,Critical
67,530,5,3,1,1,0,1,0,0,0,0,0,81,80,7,1,Needs Maintenance
43,907,3,2,0,1,0,0,0,0,0,0,0,52,73,43,1,Critical
67,574,4,2,0,1,0,0,0,0,0,0,0,37,89,33,0,Needs Maintenance
57,701,2,1,0,1,0,1,0,0,0,1,0,64,49,49,0,Needs Maintenance
20,1316,6,2,1,1,1,0,0,0,0,0,1,63,53,55,0,Critical
61,598,4,1,1,1,0,0,0,0,0,0,0,76,73,24,1,Needs Maintenance
53,655,5,1,0,0,0,0,0,0,0,0,0,70,39,19,0,Needs Maintenance
42,909,5,3,1,1,1,0,0,1,0,1,0,84,79,53,0,Needs Maintenance
44,868,3,2,1,1,1,1,0,0,0,0,0,92,92,32,0,Needs Maintenance
73,436,6,3,1,1,0,1,0,0,0,0,0,44,80,21,1,Needs Maintenance
74,465,4,2,1,0,0,0,0,0,0,0,0,57,43,26,0,Needs Maintenance
98,93,6,2,0,1,0,0,0,0,0,0,0,77,71,4,1,Healthy
55,753,4,2,1,1,0,0,0,0,0,0,0,76,60,30,0,Needs Maintenance
33,947,6,3,0,0,0,1,1,1,0,0,0,57,69,38,0,Needs Maintenance
60,635,7,3,1,0,0,0,0,0,0,0,0,89,69,28,0,Needs Maintenance
74,449,3,2,0,0,0,0,0,0,0,0,0,32,43,9,0,Needs Maintenance
52,673,5,1,1,1,0,0,0,0,0,1,0,56,69,22,0,Needs Maintenance
58,608,4,2,1,1,0,0,0,0,0,0,0,68,42,23,0,Needs Maintenance
33,1002,10,5,0,1,0,0,0,0,0,1,0,38,66,51,1,Needs Maintenance
55,736,4,1,0,1,0,1,0,1,0,0,0,77,81,37,0,Needs Maintenance
51,804,5,2,0,1,0,0,0,0,0,0,0,83,61,30,1,Needs Maintenance
70,403,3,2,0,1,0,0,0,0,0,0,0,48,78,17,1,Needs Maintenance
83,334,7,3,0,1,0,0,0,0,0,1,0,99,55,19,1,Needs Maintenance
42,806,2,1,0,1,0,1,0,1,0,0,0,65,44,32,1,Needs Maintenance
51,677,2,2,0,1,0,1,0,0,0,0,0,83,67,27,0,Needs Maintenance
70,489,5,1,0,0,0,0,0,0,0,1,1,80,92,8,0,Needs Maintenance
59,590,2,2,1,1,0,0,0,0,0,1,0,100,46,37,1,Needs Maintenance
67,491,5,1,0,1,0,0,1,1,0,0,0,57,58,23,0,Needs Maintenance
81,239,8,2,1,1,0,1,0,0,0,0,0,80,100,7,0,Needs Maintenance
63,624,7,2,1,0,0,1,0,0,0,0,1,55,55,12,0,Needs Maintenance
80,385,5,1,1,1,0,1,0,0,0,0,0,56,54,5,1,Healthy
56,658,2,1,1,0,0,0,0,0,0,0,0,87,65,35,0,Needs Maintenance
54,759,6,2,1,1,0,0,0,0,0,0,0,72,83,20,0,Needs Maintenance
49,722,2,2,1,1,1,0,0,0,0,1,0,70,66,23,1,Needs Maintenance
48,816,3,1,0,0,0,0,0,0,0,0,0,70,50,34,0,Critical
59,605,4,3,0,1,0,1,0,0,0,0,0,62,81,13,0,Needs Maintenance
43,862,4,2,1,1,1,1,0,0,0,0,0,67,57,27,0,Needs Maintenance
57,637,6,2,0,1,0,0,0,0,0,1,0,80,47,26,1,Needs Maintenance
37,895,4,2,0,0,0,0,0,0,0,1,0,68,68,34,0,Needs Maintenance
62,655,4,1,1,1,0,0,0,0,0,0,0,78,63,21,0,Needs Maintenance
75,455,4,2,1,0,0,1,1,0,0,0,0,58,53,17,0,Needs Maintenance
67,562,7,3,0,0,0,0,0,0,0,1,0,83,72,35,0,Needs Maintenance
65,598,7,3,0,1,0,1,0,1,0,0,0,63,79,11,0,Needs Maintenance
44,789,7,4,1,1,1,1,0,0,0,0,0,92,85,22,1,Needs Maintenance
64,615,2,1,1,1,0,0,0,0,0,0,0,60,53,24,0,Needs Maintenance
52,702,6,3,0,1,0,0,0,0,0,0,0,66,60,30,0,Needs Maintenance
65,575,2,2,1,1,0,0,0,0,0,0,1,75,84,17,1,Needs Maintenance
65,524,3,2,0,1,0,0,0,1,0,0,0,57,40,14,1,Needs Maintenance
55,642,3,2,0,1,0,0,0,0,0,0,0,57,77,16,1,Needs Maintenance
64,504,3,3,1,1,0,0,0,0,0,0,0,82,92,25,1,Needs Maintenance
77,275,7,2,1,0,0,0,0,0,0,1,0,63,80,8,0,Healthy
65,555,3,2,0,1,0,1,0,0,0,0,0,81,59,13,0,Needs Maintenance
82,255,5,1,0,1,0,1,0,0,0,0,0,91,80,19,0,Needs Maintenance
76,327,4,3,0,1,0,0,1,1,0,0,0,45,78,3,0,Healthy
52,776,4,2,1,1,0,1,0,0,0,0,0,52,57,36,0,Needs Maintenance
57,698,7,3,1,1,0,0,0,0,0,0,0,53,97,19,0,Needs Maintenance
69,481,5,3,1,1,0,0,0,0,0,0,0,49,20,3,0,Needs Maintenance
71,457,4,3,1,1,0,0,0,0,0,0,0,45,46,24,0,Needs Maintenance
85,285,5,3,1,1,0,0,1,0,0,1,0,56,89,3,1,Needs Maintenance
49,788,6,3,0,1,0,0,0,0,0,0,0,100,82,33,0,Critical
25,1061,4,1,0,0,0,0,0,1,0,0,1,38,91,45,0,Critical
56,593,6,2,0,1,0,0,0,0,0,1,0,82,44,33,0,Needs Maintenance
63,595,5,2,0,0,0,0,0,0,0,0,0,74,37,29,0,Needs Maintenance
31,1045,7,2,1,0,0,0,1,0,1,0,0,77,89,47,0,Critical
38,973,4,1,0,1,0,0,1,0,0,0,0,66,33,34,0,Critical
49,805,2,1,0,1,1,0,0,0,0,0,0,48,58,29,1,Critical
57,651,9,4,1,0,0,0,0,0,0,0,0,75,81,16,0,Needs Maintenance
68,567,8,3,1,1,0,1,0,0,0,1,0,89,80,17,1,Needs Maintenance
41,823,2,1,0,1,0,1,0,0,0,0,0,64,82,40,0,Needs Maintenance
37,977,3,2,1,1,1,1,0,0,1,0,0,76,95,35,0,Needs Maintenance
66,507,7,3,1,1,0,0,0,0,0,0,0,69,69,34,0,Needs Maintenance
63,501,3,1,0,0,0,1,0,0,0,0,0,78,68,7,0,Needs Maintenance
67,448,6,4,0,1,0,0,0,0,0,0,0,36,52,28,1,Needs Maintenance
52,759,4,2,0,1,0,1,0,0,0,0,0,84,51,33,1,Needs Maintenance
65,570,3,3,0,0,0,1,0,0,0,1,0,55,20,25,0,Needs Maintenance
45,847,3,1,1,1,1,1,0,0,0,0,0,86,82,25,0,Needs Maintenance
56,709,4,2,0,1,0,0,0,0,0,1,0,69,50,35,1,Needs Maintenance
38,939,3,2,0,1,0,1,0,0,0,1,0,72,57,46,0,Needs Maintenance
62,600,5,2,0,1,0,0,0,0,0,1,0,82,89,5,0,Needs Maintenance
70,510,5,3,1,1,0,1,0,1,0,0,0,77,72,23,1,Needs Maintenance
55,655,5,3,1,0,0,1,0,0,0,1,0,52,78,38,0,Needs Maintenance
79,339,2,1,0,1,0,0,0,0,0,0,0,73,35,17,1,Healthy
53,699,4,3,0,0,0,0,0,0,0,0,0,97,69,23,0,Needs Maintenance
55,641,6,4,1,1,0,1,1,0,0,1,0,61,45,33,0,Needs Maintenance
62,536,3,2,1,0,0,0,0,1,0,1,1,100,24,8,0,Needs Maintenance
53,691,6,2,0,1,0,0,0,0,0,1,0,79,73,38,1,Needs Maintenance
83,343,5,3,0,1,0,1,0,0,0,0,0,78,40,10,1,Healthy
70,453,6,4,0,0,0,0,1,0,0,0,0,72,53,12,0,Needs Maintenance
51,736,2,1,0,1,0,1,0,0,0,0,0,72,59,42,0,Needs Maintenance
43,880,2,1,0,1,1,0,0,1,0,1,0,62,86,45,1,Needs Maintenance
59,647,4,1,1,1,0,1,0,0,0,1,1,86,29,11,0,Needs Maintenance
62,604,4,1,1,1,0,1,0,0,0,0,0,65,29,3,1,Needs Maintenance
74,462,3,2,0,1,0,1,0,0,0,1,0,60,100,9,1,Needs Maintenance
38,978,6,3,1,1,1,0,0,0,0,0,0,30,77,45,1,Critical
39,972,3,2,0,1,1,0,0,0,0,1,0,47,80,33,0,Needs Maintenance
58,573,5,1,0,1,0,1,0,0,0,0,0,47,51,36,1,Needs Maintenance
50,726,4,2,0,1,0,0,0,1,0,0,0,49,43,23,0,Critical
59,612,8,2,1,0,0,1,1,0,0,0,1,66,71,17,0,Needs Maintenance
55,666,6,3,1,0,0,1,0,0,0,0,0,30,71,37,0,Needs Maintenance
51,705,2,1,1,1,0,0,0,0,0,0,0,67,55,38,1,Needs Maintenance
81,262,5,1,1,1,0,0,0,0,0,1,0,84,70,20,1,Healthy
66,474,3,2,0,0,0,0,0,0,0,1,1,65,48,3,0,Needs Maintenance
68,462,2,1,1,1,0,0,1,0,0,0,0,74,61,21,0,Needs Maintenance
53,759,4,3,0,1,0,1,0,0,0,0,0,74,55,27,1,Needs Maintenance
51,761,7,4,1,1,0,1,1,0,0,0,0,68,33,32,0,Needs Maintenance
61,634,5,3,0,1,0,0,0,0,0,1,1,61,67,24,0,Needs Maintenance
53,660,3,1,0,1,0,0,0,0,0,0,0,70,69,23,1,Needs Maintenance
57,695,3,2,0,1,0,0,0,0,0,1,0,64,37,26,1,Needs Maintenance
61,617,5,1,1,0,0,0,0,0,0,0,0,69,54,15,0,Needs Maintenance
41,823,6,2,0,1,0,0,0,0,0,0,0,37,59,40,1,Critical
38,927,4,3,1,1,0,0,0,1,0,0,0,54,94,42,0,Critical
62,652,2,1,1,1,0,0,0,0,0,0,0,54,90,25,0,Needs Maintenance
91,181,10,5,0,1,0,0,0,1,0,0,0,81,37,16,0,Healthy
59,559,2,1,1,1,0,1,0,0,0,0,0,80,38,30,0,Needs Maintenance
45,773,5,3,0,1,1,0,0,0,0,0,0,79,58,23,1,Critical
69,472,2,2,0,0,0,0,0,0,0,1,0,67,76,15,0,Needs Maintenance
76,446,4,2,0,1,0,0,0,0,0,1,0,67,77,17,1,Healthy
45,783,6,4,1,1,0,0,0,0,0,1,0,63,24,45,1,Needs Maintenance
44,885,6,4,1,0,0,0,0,0,0,1,0,52,59,36,0,Needs Maintenance
80,351,9,5,0,1,0,0,0,0,0,0,0,50,70,16,0,Healthy
89,160,8,4,1,0,0,0,1,0,0,0,0,69,62,4,0,Healthy
55,613,2,1,1,0,0,0,0,0,0,1,0,76,100,18,0,Needs Maintenance
69,422,5,3,0,1,0,0,0,0,0,0,0,42,45,16,1,Needs Maintenance
42,951,2,2,1,1,1,0,0,0,0,0,0,65,67,42,0,Critical
42,934,7,4,1,1,0,0,0,1,0,0,0,72,35,34,0,Critical
67,507,8,4,0,1,0,1,0,0,0,0,0,67,73,3,0,Needs Maintenance
41,874,5,3,1,0,1,0,0,0,0,0,0,85,68,27,0,Critical
58,559,5,3,1,1,0,1,0,0,0,0,0,81,89,24,1,Needs Maintenance
60,682,7,3,0,1,0,1,0,0,0,0,0,91,63,25,1,Needs Maintenance
68,477,3,3,1,1,0,0,0,0,0,1,0,73,61,34,1,Needs Maintenance
38,969,5,2,1,1,0,0,0,0,0,0,0,88,61,37,1,Critical
50,692,4,2,0,1,0,0,0,0,0,0,0,56,67,24,0,Critical
59,552,7,3,1,0,0,0,0,0,0,0,0,81,66,7,0,Needs Maintenance
57,703,2,1,1,1,0,1,0,1,0,0,0,66,66,31,0,Needs Maintenance
66,514,6,2,0,1,0,1,0,0,0,0,0,69,34,10,1,Needs Maintenance
39,948,4,3,0,1,1,0,0,0,0,0,1,82,45,23,0,Critical
66,577,3,2,1,0,0,1,0,1,0,1,0,56,61,44,0,Needs Maintenance
67,486,4,2,1,1,0,0,0,1,0,0,0,67,70,4,0,Needs Maintenance
